"query","intent","entities"
"Dr. Amoako solutions 2023","find_general_materials","[('Dr. Amoako', 'professor'), ('solutions', 'content_type')]"
"March 2021 exams","find_general_materials","[('exams', 'content_type')]"
"April 2021 assignments","find_general_materials","[('assignments', 'content_type')]"
"exams for BIO205","find_exam_materials","[('BIO205', 'course'), ('exams', 'content_type')]"
"solutions for PHYS301","find_general_materials","[('PHYS301', 'course'), ('solutions', 'content_type')]"
"Week 8 slides Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('8', 'week'), ('slides', 'content_type')]"
"April 2023 slides","find_general_materials","[('slides', 'content_type')]"
"Week 7 readings Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('7', 'week'), ('readings', 'content_type')]"
"Dr. Johnson CHEM102 assignments","find_assignments","[('Dr. Johnson', 'professor'), ('CHEM102', 'course'), ('assignments', 'content_type')]"
"Prof. Lee exams 2022","find_general_materials","[('Prof. Lee', 'professor'), ('exams', 'content_type')]"
"Dr. Garcia lecture notes 2021","find_general_materials","[('Dr. Garcia', 'professor'), ('lecture notes', 'content_type')]"
"assignments for BIO205","find_assignments","[('BIO205', 'course'), ('assignments', 'content_type')]"
"solutions for CHEM102","find_general_materials","[('CHEM102', 'course'), ('solutions', 'content_type')]"
"Dr. Johnson CS101 week 3 slides","find_lecture_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('3', 'week'), ('slides', 'content_type')]"
"Dr. Garcia CS101 readings","find_general_materials","[('Dr. Garcia', 'professor'), ('CS101', 'course'), ('readings', 'content_type')]"
"Dr. Garcia CS101 lecture notes","find_general_materials","[('Dr. Garcia', 'professor'), ('CS101', 'course'), ('lecture notes', 'content_type')]"
"Prof. Lee CS101 readings","find_general_materials","[('Prof. Lee', 'professor'), ('CS101', 'course'), ('readings', 'content_type')]"
"Dr. Johnson exams 2022","find_general_materials","[('Dr. Johnson', 'professor'), ('exams', 'content_type')]"
"Dr. Johnson lecture notes 2023","find_general_materials","[('Dr. Johnson', 'professor'), ('lecture notes', 'content_type')]"
"Week 8 slides Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('8', 'week'), ('slides', 'content_type')]"
"Prof. Lee CHEM102 solutions","find_general_materials","[('Prof. Lee', 'professor'), ('CHEM102', 'course'), ('solutions', 'content_type')]"
"Prof. Lee slides 2021","find_general_materials","[('Prof. Lee', 'professor'), ('slides', 'content_type')]"
"Prof. Smith BIO205 solutions","find_general_materials","[('Prof. Smith', 'professor'), ('BIO205', 'course'), ('solutions', 'content_type')]"
"Dr. Johnson CS101 exams","find_exam_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('exams', 'content_type')]"
"October 2021 solutions","find_general_materials","[('solutions', 'content_type')]"
"Prof. Lee BIO205 week 6 readings","find_lecture_materials","[('Prof. Lee', 'professor'), ('BIO205', 'course'), ('6', 'week'), ('readings', 'content_type')]"
"BIO205 exams week 11","find_lecture_materials","[('BIO205', 'course'), ('11', 'week'), ('exams', 'content_type')]"
"CHEM102 readings week 6","find_lecture_materials","[('CHEM102', 'course'), ('6', 'week'), ('readings', 'content_type')]"
"Dr. Amoako solutions 2023","find_general_materials","[('Dr. Amoako', 'professor'), ('solutions', 'content_type')]"
"PHYS301 solutions week 2","find_lecture_materials","[('PHYS301', 'course'), ('2', 'week'), ('solutions', 'content_type')]"
"Dr. Johnson CHEM102 week 5 solutions","find_lecture_materials","[('Dr. Johnson', 'professor'), ('CHEM102', 'course'), ('5', 'week'), ('solutions', 'content_type')]"
"Prof. Smith lecture notes 2022","find_general_materials","[('Prof. Smith', 'professor'), ('lecture notes', 'content_type')]"
"slides for PHYS301","find_general_materials","[('PHYS301', 'course'), ('slides', 'content_type')]"
"Week 4 exams Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('4', 'week'), ('exams', 'content_type')]"
"Week 8 solutions Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('8', 'week'), ('solutions', 'content_type')]"
"Dr. Amoako exams 2021","find_general_materials","[('Dr. Amoako', 'professor'), ('exams', 'content_type')]"
"Dr. Garcia PHYS301 lecture notes","find_general_materials","[('Dr. Garcia', 'professor'), ('PHYS301', 'course'), ('lecture notes', 'content_type')]"
"Dr. Garcia CS101 week 8 slides","find_lecture_materials","[('Dr. Garcia', 'professor'), ('CS101', 'course'), ('8', 'week'), ('slides', 'content_type')]"
"readings for CHEM102","find_general_materials","[('CHEM102', 'course'), ('readings', 'content_type')]"
"Dr. Garcia solutions 2023","find_general_materials","[('Dr. Garcia', 'professor'), ('solutions', 'content_type')]"
"Prof. Lee CHEM102 lecture notes","find_general_materials","[('Prof. Lee', 'professor'), ('CHEM102', 'course'), ('lecture notes', 'content_type')]"
"Dr. Garcia slides 2023","find_general_materials","[('Dr. Garcia', 'professor'), ('slides', 'content_type')]"
"exams for MATH202","find_exam_materials","[('MATH202', 'course'), ('exams', 'content_type')]"
"Dr. Johnson slides 2023","find_general_materials","[('Dr. Johnson', 'professor'), ('slides', 'content_type')]"
"BIO205 slides week 4","find_lecture_materials","[('BIO205', 'course'), ('4', 'week'), ('slides', 'content_type')]"
"Prof. Lee slides 2023","find_general_materials","[('Prof. Lee', 'professor'), ('slides', 'content_type')]"
"Week 11 exams Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('11', 'week'), ('exams', 'content_type')]"
"solutions for PHYS301","find_general_materials","[('PHYS301', 'course'), ('solutions', 'content_type')]"
"Dr. Amoako CHEM102 week 10 solutions","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('10', 'week'), ('solutions', 'content_type')]"
"solutions for MATH202","find_general_materials","[('MATH202', 'course'), ('solutions', 'content_type')]"
"Dr. Amoako lecture notes 2023","find_general_materials","[('Dr. Amoako', 'professor'), ('lecture notes', 'content_type')]"
"October 2021 exams","find_general_materials","[('exams', 'content_type')]"
"exams for CS101","find_exam_materials","[('CS101', 'course'), ('exams', 'content_type')]"
"assignments for MATH202","find_assignments","[('MATH202', 'course'), ('assignments', 'content_type')]"
"Dr. Amoako BIO205 slides","find_general_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('slides', 'content_type')]"
"exams for CS101","find_exam_materials","[('CS101', 'course'), ('exams', 'content_type')]"
"slides for PHYS301","find_general_materials","[('PHYS301', 'course'), ('slides', 'content_type')]"
"Dr. Amoako slides 2023","find_general_materials","[('Dr. Amoako', 'professor'), ('slides', 'content_type')]"
"Prof. Lee assignments 2022","find_general_materials","[('Prof. Lee', 'professor'), ('assignments', 'content_type')]"
"October 2021 slides","find_general_materials","[('slides', 'content_type')]"
"Prof. Lee MATH202 exams","find_exam_materials","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('exams', 'content_type')]"
"Week 3 solutions Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('3', 'week'), ('solutions', 'content_type')]"
"Week 7 exams Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('7', 'week'), ('exams', 'content_type')]"
"Prof. Smith assignments 2021","find_general_materials","[('Prof. Smith', 'professor'), ('assignments', 'content_type')]"
"Dr. Amoako solutions 2022","find_general_materials","[('Dr. Amoako', 'professor'), ('solutions', 'content_type')]"
"solutions for PHYS301","find_general_materials","[('PHYS301', 'course'), ('solutions', 'content_type')]"
"Prof. Lee readings 2023","find_general_materials","[('Prof. Lee', 'professor'), ('readings', 'content_type')]"
"February 2022 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"Dr. Amoako MATH202 exams","find_exam_materials","[('Dr. Amoako', 'professor'), ('MATH202', 'course'), ('exams', 'content_type')]"
"Dr. Amoako PHYS301 week 12 lecture notes","find_lecture_materials","[('Dr. Amoako', 'professor'), ('PHYS301', 'course'), ('12', 'week'), ('lecture notes', 'content_type')]"
"MATH202 assignments week 6","find_lecture_materials","[('MATH202', 'course'), ('6', 'week'), ('assignments', 'content_type')]"
"Dr. Johnson CHEM102 readings","find_general_materials","[('Dr. Johnson', 'professor'), ('CHEM102', 'course'), ('readings', 'content_type')]"
"Dr. Garcia CHEM102 lecture notes","find_general_materials","[('Dr. Garcia', 'professor'), ('CHEM102', 'course'), ('lecture notes', 'content_type')]"
"Dr. Johnson BIO205 solutions","find_general_materials","[('Dr. Johnson', 'professor'), ('BIO205', 'course'), ('solutions', 'content_type')]"
"Dr. Johnson BIO205 assignments","find_assignments","[('Dr. Johnson', 'professor'), ('BIO205', 'course'), ('assignments', 'content_type')]"
"slides for MATH202","find_general_materials","[('MATH202', 'course'), ('slides', 'content_type')]"
"Dr. Amoako BIO205 slides","find_general_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('slides', 'content_type')]"
"Prof. Lee CHEM102 readings","find_general_materials","[('Prof. Lee', 'professor'), ('CHEM102', 'course'), ('readings', 'content_type')]"
"Dr. Johnson PHYS301 solutions","find_general_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('solutions', 'content_type')]"
"Prof. Smith CHEM102 exams","find_exam_materials","[('Prof. Smith', 'professor'), ('CHEM102', 'course'), ('exams', 'content_type')]"
"Dr. Garcia BIO205 exams","find_exam_materials","[('Dr. Garcia', 'professor'), ('BIO205', 'course'), ('exams', 'content_type')]"
"CHEM102 slides week 5","find_lecture_materials","[('CHEM102', 'course'), ('5', 'week'), ('slides', 'content_type')]"
"CS101 slides week 9","find_lecture_materials","[('CS101', 'course'), ('9', 'week'), ('slides', 'content_type')]"
"Week 1 lecture notes Dr. Amoako","find_lecture_materials","[('Dr. Amoako', 'professor'), ('1', 'week'), ('lecture notes', 'content_type')]"
"Prof. Lee PHYS301 readings","find_general_materials","[('Prof. Lee', 'professor'), ('PHYS301', 'course'), ('readings', 'content_type')]"
"Prof. Lee solutions 2021","find_general_materials","[('Prof. Lee', 'professor'), ('solutions', 'content_type')]"
"February 2022 exams","find_general_materials","[('exams', 'content_type')]"
"Prof. Smith MATH202 week 4 slides","find_lecture_materials","[('Prof. Smith', 'professor'), ('MATH202', 'course'), ('4', 'week'), ('slides', 'content_type')]"
"March 2021 slides","find_general_materials","[('slides', 'content_type')]"
"MATH202 exams week 3","find_lecture_materials","[('MATH202', 'course'), ('3', 'week'), ('exams', 'content_type')]"
"Dr. Johnson CS101 week 11 assignments","find_lecture_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('11', 'week'), ('assignments', 'content_type')]"
"Prof. Smith CHEM102 week 1 assignments","find_lecture_materials","[('Prof. Smith', 'professor'), ('CHEM102', 'course'), ('1', 'week'), ('assignments', 'content_type')]"
"Dr. Amoako CS101 week 12 solutions","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CS101', 'course'), ('12', 'week'), ('solutions', 'content_type')]"
"February 2022 readings","find_general_materials","[('readings', 'content_type')]"
"Week 11 readings Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('11', 'week'), ('readings', 'content_type')]"
"PHYS301 assignments week 7","find_lecture_materials","[('PHYS301', 'course'), ('7', 'week'), ('assignments', 'content_type')]"
"Dr. Garcia PHYS301 week 7 assignments","find_lecture_materials","[('Dr. Garcia', 'professor'), ('PHYS301', 'course'), ('7', 'week'), ('assignments', 'content_type')]"
"February 2022 exams","find_general_materials","[('exams', 'content_type')]"
"Dr. Amoako CHEM102 week 12 solutions","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('12', 'week'), ('solutions', 'content_type')]"
"Prof. Smith BIO205 solutions","find_general_materials","[('Prof. Smith', 'professor'), ('BIO205', 'course'), ('solutions', 'content_type')]"
"Prof. Lee MATH202 week 12 assignments","find_lecture_materials","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('12', 'week'), ('assignments', 'content_type')]"
"October 2022 solutions","find_general_materials","[('solutions', 'content_type')]"
"slides for MATH202","find_general_materials","[('MATH202', 'course'), ('slides', 'content_type')]"
"Prof. Lee lecture notes 2023","find_general_materials","[('Prof. Lee', 'professor'), ('lecture notes', 'content_type')]"
"Week 9 lecture notes Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('9', 'week'), ('lecture notes', 'content_type')]"
"PHYS301 exams week 6","find_lecture_materials","[('PHYS301', 'course'), ('6', 'week'), ('exams', 'content_type')]"
"September 2022 exams","find_general_materials","[('exams', 'content_type')]"
"March 2023 readings","find_general_materials","[('readings', 'content_type')]"
"Dr. Amoako slides 2023","find_general_materials","[('Dr. Amoako', 'professor'), ('slides', 'content_type')]"
"October 2022 readings","find_general_materials","[('readings', 'content_type')]"
"Prof. Lee exams 2023","find_general_materials","[('Prof. Lee', 'professor'), ('exams', 'content_type')]"
"Dr. Amoako CS101 week 11 assignments","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CS101', 'course'), ('11', 'week'), ('assignments', 'content_type')]"
"Dr. Amoako CHEM102 week 6 readings","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('6', 'week'), ('readings', 'content_type')]"
"Dr. Amoako CHEM102 week 9 readings","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('9', 'week'), ('readings', 'content_type')]"
"October 2022 assignments","find_general_materials","[('assignments', 'content_type')]"
"Dr. Amoako PHYS301 week 3 solutions","find_lecture_materials","[('Dr. Amoako', 'professor'), ('PHYS301', 'course'), ('3', 'week'), ('solutions', 'content_type')]"
"Dr. Johnson exams 2022","find_general_materials","[('Dr. Johnson', 'professor'), ('exams', 'content_type')]"
"Prof. Lee MATH202 solutions","find_general_materials","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('solutions', 'content_type')]"
"assignments for PHYS301","find_assignments","[('PHYS301', 'course'), ('assignments', 'content_type')]"
"Dr. Amoako lecture notes 2023","find_general_materials","[('Dr. Amoako', 'professor'), ('lecture notes', 'content_type')]"
"Dr. Amoako slides 2023","find_general_materials","[('Dr. Amoako', 'professor'), ('slides', 'content_type')]"
"October 2022 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"Prof. Smith solutions 2022","find_general_materials","[('Prof. Smith', 'professor'), ('solutions', 'content_type')]"
"Dr. Garcia MATH202 exams","find_exam_materials","[('Dr. Garcia', 'professor'), ('MATH202', 'course'), ('exams', 'content_type')]"
"Prof. Smith PHYS301 week 5 assignments","find_lecture_materials","[('Prof. Smith', 'professor'), ('PHYS301', 'course'), ('5', 'week'), ('assignments', 'content_type')]"
"MATH202 slides week 12","find_lecture_materials","[('MATH202', 'course'), ('12', 'week'), ('slides', 'content_type')]"
"solutions for PHYS301","find_general_materials","[('PHYS301', 'course'), ('solutions', 'content_type')]"
"Week 6 assignments Dr. Johnson","find_lecture_materials","[('Dr. Johnson', 'professor'), ('6', 'week'), ('assignments', 'content_type')]"
"Dr. Garcia assignments 2022","find_general_materials","[('Dr. Garcia', 'professor'), ('assignments', 'content_type')]"
